GoodForMeal,BusinessAcceptsCreditCards,Caters,BikeParking,WiFi,NoiseLevel,Ambience,HasTV,Alcohol,BusinessParking,OutdoorSeating,RestaurantsTakeOut,RestaurantsAttire,RestaurantsDelivery,RestaurantsReservations,GoodForKids,RestaurantsPriceRange2,RestaurantsGoodForGroups,business_id,stars
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,False,'free',very_loud,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,1,True,RcsfZ7IrWSNvM1AYcLmWNw,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,False,2,True,0cDKiKwsE6NAlfhx-cAWkA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'paid',loud,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,False,False,1,True,VDn6tM_Q_08CVuNHSUH4Lw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,False,3,True,-U0liwRSHGYBEMYVj8kFmQ,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,C3uxeV8VSiMGcdFGmos0QQ,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',loud,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'dressy',False,True,False,3,True,2lcK3d4K7FU6O8wXdWzOmA,4.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,False,True,2,True,qJc12bxr4p-7ICE_Vhb-vA,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,3,True,FhIeCF6QrsLaRvAeu0oEPQ,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}",True,False,'casual',False,True,False,3,True,rN3XnPL0hqE-7qBUfAbCTg,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,'dressy',False,True,True,3,True,q4CJFETFt409oC92EInYig,3.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,IyVdd_IqwUtzQDTxw2W9qw,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,False,3,True,wmId49_BwzfWd3ww6GDMeA,4.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,False,True,2,True,A40rICFGj7b7OU4beaUYjw,3.5
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',loud,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,False,True,2,True,CgsUUVwL8EBqcHFxrtkFtA,3.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,wopyolJM2hOAt3dPRmahNA,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,'free',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,False,3,True,EzNdXFIaUqU1SC75dJJKRw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,True,'casual',False,True,False,3,True,1Df5WnLX3DqN6ymlhqznaQ,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,3,True,LPnGdeEJyMMO02e02PqZBA,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,True,False,2,True,gy5pr5bFAjOL5rERSdMCLg,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',loud,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,'casual',False,True,False,2,True,2h2qW4-rLr2dahfSL6oDaw,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,9lDpO8fpgZKd18yskBM3Zw,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',quite,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',True,True,True,2,True,7wMCJ9NqL9eBEX4WdJWuIA,3.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,ytKklOfPXMruyWRG6UarzQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,True,True,2,True,lxpGgLcJAGAlbaC1PnJ0xQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,3,True,VzoG2RBMhIggwDtQcu8HhA,5.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',quite,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,'casual',False,True,False,3,True,vpEeL1NA7rRyu0aD_g313Q,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,False,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,'dressy',False,True,False,2,True,ewIXHLlaIfp9U3NrsgilVw,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',True,True,True,1,True,ZalWvpZ4Tv4AMHtHG0DwrQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,mxX-JyscHunuPfC3hk2Nsw,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",False,False,False,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,1,False,mcgOFoQK0r687ImGmkiGcQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'free',quite,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,True,'dressy',False,True,False,3,True,Tf_VSzdWojiJNwNUQ3j4ZA,4.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,54kfE6vauORUVUifLagkXQ,4.5
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',average,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,beer_and_wine,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,4sRJvmKh43AqMRrjdwEdwA,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'dressy',False,True,True,2,True,ZPwx7ktiVluGFVg0L05n5A,4.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'dressy',True,True,True,4,True,iWScmpipq65WElq9za9RLg,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,G1ynW1gclKMClO4ItTkSGg,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,beer_and_wine,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,2,True,_EjdwRr_Y5BLtz6BjjhFHQ,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',quite,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,'dressy',False,True,False,3,True,qS4q-23ei-FBLj7f8RkAhw,3.5
"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,True,'no',very_loud,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,False,True,2,True,xtDZdPaHwhAwoo77QV9Oeg,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',quite,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,False,2,True,bf1N6Kzjy5sWTScBJZjJHw,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',loud,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,'casual',False,True,True,3,True,ktAYPbPwmV7cWH-RWwihpA,4.0
"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,False,True,1,False,w6F502EKMyn3ONbGT2bQxw,3.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',quite,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",True,full_bar,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,'casual',False,True,False,3,True,vwDqHE8UL2mW7D9tglj4og,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'no',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,XhUec_6-kgPy1_ZYUrzvPQ,4.0
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,False,'no',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,th-nbX4ir_XmyCRFMN6Emg,2.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,False,True,'free',average,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,beer_and_wine,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,True,'casual',False,False,True,2,True,3lbsd4fUqAG3knPeCi4p2w,3.0
"{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'no',loud,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,'casual',False,True,True,2,True,GMwL980d7cUEQl8VzJOebg,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,True,'free',average,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'casual',False,True,True,2,True,mAryfEwdr7Lby2CzmLFbow,3.5
"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,False,'no',quite,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",False,full_bar,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,'dressy',False,True,False,4,True,7fRWoLqFOgOOSqV-SxjRCw,3.0
